"","name","nurs","doct","state","zone","area","popu"
"17005","Masaku Dispensary",0,0,"Katsina","Northwest",1462.354682,245739
"17006","Dandashire health clinic",0,0,"Katsina","Northwest",1462.354682,245739
"17007","Baure health clinic",0,0,"Katsina","Northwest",1462.354682,245739
"17008","Dorowa health clinic",0,0,"Katsina","Northwest",1462.354682,245739
"17009","Bakkai health clinic",0,0,"Katsina","Northwest",1462.354682,245739
"17010","Dispensry",0,0,"Katsina","Northwest",1462.354682,245739
"17011","Danata dispensary",0,0,"Katsina","Northwest",1462.354682,245739
"17012","Sabon layi dispensary",0,1,"Katsina","Northwest",1462.354682,245739
"17013","Yargoje maternal and child health centre",0,0,"Katsina","Northwest",1462.354682,245739
"17014","DANBIRGIMA HEALTH CLINIC",0,0,"Katsina","Northwest",1462.354682,245739
"17016","Nasara clinic",0,1,"Katsina","Northwest",1462.354682,245739
"17017","Kaikaibayas dispensary",0,0,"Katsina","Northwest",1462.354682,245739
"17018","Dansabau primary Health care",0,0,"Katsina","Northwest",1462.354682,245739
"17019","Kabuke health post",0,0,"Katsina","Northwest",1462.354682,245739
"17020","P H C",2,0,"Katsina","Northwest",1462.354682,245739
"17021","Asibitin unguwar rabo",0,0,"Katsina","Northwest",1462.354682,245739
"17022","Kuka sheka dispensary",0,0,"Katsina","Northwest",1462.354682,245739
"17023","Unguwar Alhaji Soda",0,0,"Katsina","Northwest",1462.354682,245739
"17024","Dan Nakwabo health clinic",0,0,"Katsina","Northwest",1462.354682,245739
"17025","Sukuntuni Dispensary",0,0,"Katsina","Northwest",823.9709605,151434
"17026","Golgoro Nadanko Health Clinic.",0,0,"Katsina","Northwest",823.9709605,151434
"17027","Primary Health Care",0,0,"Katsina","Northwest",823.9709605,151434
"17028","Yargajen Health Centre",0,0,"Katsina","Northwest",823.9709605,151434
"17029","KamukuDispensary",0,0,"Katsina","Northwest",823.9709605,151434
"17030","MCH Kafin-dagin",0,0,"Katsina","Northwest",823.9709605,151434
"17031","Dandoro PHC",0,0,"Katsina","Northwest",823.9709605,151434
"17032","Tudun Wulli Dispensary",0,0,"Katsina","Northwest",823.9709605,151434
"17033","Comprehensive health centre",0,0,"Katsina","Northwest",823.9709605,151434
"17035","Unguwar Guru Dispensary",0,0,"Katsina","Northwest",823.9709605,151434
"17036","Dispensary",0,0,"Katsina","Northwest",823.9709605,151434
"17037","Fakuwa PHC KANKIA",0,0,"Katsina","Northwest",823.9709605,151434
"17038","M .D Clinic And Maternity",1,1,"Katsina","Northwest",823.9709605,151434
"17039","Kauyen Dawa Health Clinic",0,0,"Katsina","Northwest",823.9709605,151434
"17040","National Primary Health Care Devalopment Agecy Model P.H.C Centre",0,0,"Katsina","Northwest",823.9709605,151434
"17041","Primary Hralth Centre Gyaza",0,0,"Katsina","Northwest",823.9709605,151434
"17042","Dispensary",0,0,"Katsina","Northwest",823.9709605,151434
"17043","Health clinic",0,0,"Katsina","Northwest",823.9709605,151434
"17044","Gadar Danzara Health Clinic",0,0,"Katsina","Northwest",823.9709605,151434
"17045","Primary Health Care Centre",0,0,"Katsina","Northwest",823.9709605,151434
"17046","Primary Health Care",0,0,"Katsina","Northwest",823.9709605,151434
"17047","Dannayaki MCH",0,0,"Katsina","Northwest",823.9709605,151434
"17048","MPHC",0,0,"Katsina","Northwest",823.9709605,151434
"17049","Kaurin Galadima",0,0,"Katsina","Northwest",823.9709605,151434
"17050","Kaurin Galadima",0,0,"Katsina","Northwest",823.9709605,151434
"17051","ECWA Clinic Kadanya",0,0,"Katsina","Northwest",823.9709605,151434
"17052","Taurarin Doka Health Post",0,0,"Katsina","Northwest",823.9709605,151434
"17053","Nasarawa Health Centre",0,0,"Katsina","Northwest",823.9709605,151434
"17054","PHC Tafashiya",0,0,"Katsina","Northwest",823.9709605,151434
"17056","Rimaye Delivery Centre",0,0,"Katsina","Northwest",823.9709605,151434
"17057","Magam Primary Health Centre",0,0,"Katsina","Northwest",823.9709605,151434
"17059","Health centre",1,0,"Katsina","Northwest",823.9709605,151434
"17060","Dispensary",0,0,"Katsina","Northwest",823.9709605,151434
"17061","Primary Health Clinic",0,0,"Katsina","Northwest",823.9709605,151434
"17062","Zango Malabare Healh Post",0,0,"Katsina","Northwest",823.9709605,151434
"17063","Tsa PHC",0,0,"Katsina","Northwest",823.9709605,151434
"17065","Rugar Gyaza Health Post.",0,0,"Katsina","Northwest",823.9709605,151434
"17066","Dispensary",0,0,"Katsina","Northwest",823.9709605,151434
"17067","Dandoro PHC",0,0,"Katsina","Northwest",823.9709605,151434
"17068","Kayen Maina MCH",0,0,"Katsina","Northwest",823.9709605,151434
"17069","Tashar-Gamji Health Post",0,0,"Katsina","Northwest",823.9709605,151434
"17070","PHC Kafin Soli",0,0,"Katsina","Northwest",823.9709605,151434
"17071","Kirikini A Health Post",0,0,"Katsina","Northwest",823.9709605,151434
"17072","Dorayel PHC",0,0,"Katsina","Northwest",823.9709605,151434
"17073","Tashar-Gamji New Health Post",0,0,"Katsina","Northwest",823.9709605,151434
"17074","Primary Health Care Centre",0,0,"Katsina","Northwest",823.9709605,151434
"17075","Primary health centre",0,0,"Katsina","Northwest",823.9709605,151434
"17076","Obi hospital",0,1,"Katsina","Northwest",823.9709605,151434
"17077","Mallamawa Health post",0,0,"Katsina","Northwest",823.9709605,151434
"17078","Dispensery",0,0,"Katsina","Northwest",823.9709605,151434
"17079","Obi hospital",0,1,"Katsina","Northwest",823.9709605,151434
"17080","Dispensary",0,0,"Katsina","Northwest",823.9709605,151434
"17081","Bakuru phc",0,0,"Katsina","Northwest",142.0670733,318459
"17083","Turai yaradua maernity clinic",8,2,"Katsina","Northwest",142.0670733,318459
"17084","Maternac s child health clinic",2,0,"Katsina","Northwest",142.0670733,318459
"17085","Primary clinic",0,0,"Katsina","Northwest",142.0670733,318459
"17087","Health clinic",0,0,"Katsina","Northwest",142.0670733,318459
"17088","Matanity & child care clinic",3,1,"Katsina","Northwest",142.0670733,318459
"17089","Maternal and child health clinic kofar sauri",1,0,"Katsina","Northwest",142.0670733,318459
"17090","Kofar Durbi Clinic",0,0,"Katsina","Northwest",142.0670733,318459
"17091","Makera Health Clinic",0,0,"Katsina","Northwest",142.0670733,318459
"17092","Bakuru phc",0,0,"Katsina","Northwest",142.0670733,318459
"17093","Alheri clinics",7,2,"Katsina","Northwest",142.0670733,318459
"17094","Modoji Health Clinic",0,0,"Katsina","Northwest",142.0670733,318459
"17097","Alheri Clinics",4,2,"Katsina","Northwest",142.0670733,318459
"17098","Sura Clinic",12,3,"Katsina","Northwest",142.0670733,318459
"17099","MDGs Clinic Dan nabaso",0,0,"Katsina","Northwest",142.0670733,318459
"17101","Allah Bamu Lafiya",3,1,"Katsina","Northwest",142.0670733,318459
"17102","Kt nursing home",0,5,"Katsina","Northwest",142.0670733,318459
"17103","Maternal and child health care center kwado",0,0,"Katsina","Northwest",142.0670733,318459
"17105","Bakuru phc",0,0,"Katsina","Northwest",142.0670733,318459
"17107","M· c. h. c. Abbatuwa",0,0,"Katsina","Northwest",142.0670733,318459
"17108","Sabon garin wayau health clinic",0,0,"Katsina","Northwest",142.0670733,318459
"17109","Phc",0,0,"Katsina","Northwest",142.0670733,318459
"17110","Amana Clinic",1,1,"Katsina","Northwest",142.0670733,318459
"17112","ABBATOIR MCHC",2,1,"Katsina","Northwest",142.0670733,318459
"17113","Nasarawa Day MCHC",0,0,"Katsina","Northwest",142.0670733,318459
"17115","Hamdala surgery",6,1,"Katsina","Northwest",142.0670733,318459
"17116","Hamdala Surgery",3,3,"Katsina","Northwest",142.0670733,318459
"17117","Ik-waan Eye Clinic",1,2,"Katsina","Northwest",142.0670733,318459
"17118","New Millenium Clinic",3,2,"Katsina","Northwest",142.0670733,318459
"17119","AJS Ultra Modern Clinic and Diagnostic",6,6,"Katsina","Northwest",142.0670733,318459
"17120","Maternal and child health care center.",0,0,"Katsina","Northwest",142.0670733,318459
"17121","Ummul Khair Maternity",2,0,"Katsina","Northwest",142.0670733,318459
"17122","MCH Shinkafi",0,0,"Katsina","Northwest",142.0670733,318459
"17123","Maternal and Children Health Clinic",1,0,"Katsina","Northwest",142.0670733,318459
"17124","Gidan dawo clinic",0,0,"Katsina","Northwest",142.0670733,318459
"17125","Health clinic",5,15,"Katsina","Northwest",142.0670733,318459
"17127","Dutsen Safe Lowcost Health Clinic",0,0,"Katsina","Northwest",142.0670733,318459
"17128","Phc gabas",0,0,"Katsina","Northwest",142.0670733,318459
"17129","Okmos Clinic",1,2,"Katsina","Northwest",142.0670733,318459
"17130","Health Clinic",5,1,"Katsina","Northwest",142.0670733,318459
"17131","Ibrahim comm moderl hospital",10,2,"Katsina","Northwest",142.0670733,318459
"17132","Bilkisu Maternity",1,0,"Katsina","Northwest",142.0670733,318459
"17133","Sauki Clinic",2,1,"Katsina","Northwest",142.0670733,318459
"17134","Dutsen amare health clinic",0,0,"Katsina","Northwest",142.0670733,318459
"17135","Bakuru phc",0,0,"Katsina","Northwest",142.0670733,318459
"17136","Maternal and child health care center inwala (Tafkin kura)",1,0,"Katsina","Northwest",142.0670733,318459
"17137","Tudun Matawalle Clinic",0,0,"Katsina","Northwest",142.0670733,318459
"17138","Maternal Child Health Centre",0,0,"Katsina","Northwest",142.0670733,318459
"17139","Bambadawa H.C",0,0,"Katsina","Northwest",572.005611,11781
"17140","Phc k/yamma",0,0,"Katsina","Northwest",572.005611,11781
"17141","General Hospital Kurfi",10,1,"Katsina","Northwest",572.005611,11781
"17142","Tuduwa H.c",0,0,"Katsina","Northwest",572.005611,11781
"17143","Proposed Primary Health Care center",0,0,"Katsina","Northwest",572.005611,11781
"17144","Bahirawa H.C",0,0,"Katsina","Northwest",572.005611,11781
"17145","Dispensary",0,0,"Katsina","Northwest",572.005611,11781
"17146","Dispensary",0,0,"Katsina","Northwest",572.005611,11781
"17147","Dispensary",8,0,"Katsina","Northwest",572.005611,11781
"17148","Kaware Health Facility",0,0,"Katsina","Northwest",572.005611,11781
"17149","Model Primary Health Care Centre Barkiya",0,0,"Katsina","Northwest",572.005611,11781
"17150","Yar randa H.C",0,0,"Katsina","Northwest",572.005611,11781
"17151","Dan gawo h.c",0,0,"Katsina","Northwest",572.005611,11781
"17152","Farar kasa H.C",0,0,"Katsina","Northwest",572.005611,11781
"17153","Yar Danya Dispensary",0,0,"Katsina","Northwest",572.005611,11781
"17154","Fandogari Health Faciloty",0,0,"Katsina","Northwest",572.005611,11781
"17155","Yarliya‘u Health Clinic",0,0,"Katsina","Northwest",572.005611,11781
"17156","Yar Marke Dispensary",0,0,"Katsina","Northwest",572.005611,11781
"17157","Primary Health Care Centre Kurfi",0,0,"Katsina","Northwest",572.005611,11781
"17158","Yar makera H.c",0,0,"Katsina","Northwest",572.005611,11781
"17159","Primary Health Clinic",0,0,"Katsina","Northwest",572.005611,11781
"17160","Hc",0,0,"Katsina","Northwest",572.005611,11781
"17161","Dispensary kofar arewa",0,0,"Katsina","Northwest",572.005611,11781
"17162","Primary Health Centre",0,0,"Katsina","Northwest",572.005611,11781
"17163","Nill",0,0,"Katsina","Northwest",572.005611,11781
"17164","Tamu Health facility",0,0,"Katsina","Northwest",572.005611,11781
"17165","Farin Dutsi Health clinic",0,0,"Katsina","Northwest",572.005611,11781
"17166","MPHC",0,0,"Katsina","Northwest",572.005611,11781
"17167","Fadumawa Dispensary",0,0,"Katsina","Northwest",572.005611,11781
"17168","Kauyen dan amarya H.C",0,0,"Katsina","Northwest",572.005611,11781
"17169","Hc",0,0,"Katsina","Northwest",572.005611,11781
"17170","Tamawa h.c",0,0,"Katsina","Northwest",572.005611,11781
"17171","Chediya Health Clinic",0,0,"Katsina","Northwest",572.005611,11781
"17172","Hc",0,0,"Katsina","Northwest",572.005611,11781
"17173","Nil",0,0,"Katsina","Northwest",572.005611,11781
"17174","Hc",0,0,"Katsina","Northwest",572.005611,11781
"17175","Health Clinic Sauyawa",0,0,"Katsina","Northwest",572.005611,11781
"17176","PHC",0,0,"Katsina","Northwest",572.005611,11781
"17177","Health Clinic Dan Agali",0,0,"Katsina","Northwest",572.005611,11781
"17179","Chikawa Health Facility",0,0,"Katsina","Northwest",572.005611,11781
"17180","Dispensary",0,0,"Katsina","Northwest",572.005611,11781
"17181","HF",0,0,"Katsina","Northwest",572.005611,11781
"17182","Health clinic Birnya",0,0,"Katsina","Northwest",572.005611,11781
"17183","Dispensary",0,0,"Katsina","Northwest",572.005611,11781
"17184","Health Clinic Gwanzo",0,0,"Katsina","Northwest",572.005611,11781
"17185","Agama lafiya H.c",0,0,"Katsina","Northwest",572.005611,11781
"17186","Primary Health Care (PHC) Yar Malga.",0,0,"Katsina","Northwest",572.005611,11781
"17187","Muji H.c",0,0,"Katsina","Northwest",572.005611,11781
"17188","Sabon gari HC",0,0,"Katsina","Northwest",572.005611,11781
"17189","H dispensiry",0,0,"Katsina","Northwest",572.005611,11781
"17190","Phc kaguwa",0,0,"Katsina","Northwest",572.005611,11781
"17192","Magama HC",0,0,"Katsina","Northwest",390.0433243,99267
"17193","Kyafau HC",0,0,"Katsina","Northwest",390.0433243,99267
"17194","Kusada Mobile Ambulance",0,0,"Katsina","Northwest",390.0433243,99267
"17195","Yar Haya",0,0,"Katsina","Northwest",390.0433243,99267
"17196","Kaikai HC",0,0,"Katsina","Northwest",390.0433243,99267
"17197","S/Gari MCHC",0,0,"Katsina","Northwest",390.0433243,99267
"17198","Tittike HC",0,0,"Katsina","Northwest",390.0433243,99267
"17199","Boko-Sire",0,0,"Katsina","Northwest",390.0433243,99267
"17200","Jofalawa HC",0,0,"Katsina","Northwest",390.0433243,99267
"17201","YASHE PRIMARY HEALTH CEBTER",0,0,"Katsina","Northwest",390.0433243,99267
"17202","Kutunkawa HC",0,0,"Katsina","Northwest",390.0433243,99267
"17203","Maternal and Child Health Clinic",0,0,"Katsina","Northwest",390.0433243,99267
"17204","Zangon Yasanya HC",0,0,"Katsina","Northwest",390.0433243,99267
"17205","YARDOKA HEALTH CLINIC",0,0,"Katsina","Northwest",390.0433243,99267
"17206","MAGAMA HEALTH CLINIC",0,0,"Katsina","Northwest",390.0433243,99267
"17207","GIDAN MUTUM DAYA M.C.H.C",0,0,"Katsina","Northwest",390.0433243,99267
"17208","KUSADA COMPREHENSIVE HEALTH CLINIC",0,1,"Katsina","Northwest",390.0433243,99267
"17209","Tufani HC",0,0,"Katsina","Northwest",390.0433243,99267
"17210","Dudunni MPHC",0,0,"Katsina","Northwest",390.0433243,99267
"17212","Kafarda MPHC",0,0,"Katsina","Northwest",390.0433243,99267
"17213","HEALTH CLINIC",0,0,"Katsina","Northwest",390.0433243,99267
"17214","Maijigira Health Clinic",0,0,"Katsina","Northwest",390.0433243,99267
"17215","Aganta Fulani HC",0,0,"Katsina","Northwest",390.0433243,99267
"17216","Sauna HC",0,0,"Katsina","Northwest",390.0433243,99267
"17217","Katoge HC",0,0,"Katsina","Northwest",390.0433243,99267
"17218","Kawarin Yashe Health Clinic",0,0,"Katsina","Northwest",390.0433243,99267
"17219","Mairana HC",0,0,"Katsina","Northwest",390.0433243,99267
"17220","Debi Health Clinic",0,0,"Katsina","Northwest",390.0433243,99267
"17221","Runji MDGs MCHC",0,0,"Katsina","Northwest",390.0433243,99267
"17222","Keba HC",0,0,"Katsina","Northwest",390.0433243,99267
"17223","Kagadama HC",0,0,"Katsina","Northwest",390.0433243,99267
"17224","Sabaru HC",0,0,"Katsina","Northwest",390.0433243,99267
"17225","JERI HEALTH CLINIC",0,0,"Katsina","Northwest",390.0433243,99267
"17226","Makadawa HC",0,0,"Katsina","Northwest",390.0433243,99267
"17227","Kofa MCHC",0,0,"Katsina","Northwest",390.0433243,99267
"17228","Gunsawa MCHC",0,0,"Katsina","Northwest",390.0433243,99267
"17229","Bauranya MCHC",0,0,"Katsina","Northwest",390.0433243,99267
"17230","JASSAI HC",0,0,"Katsina","Northwest",527.6774376,21178
"17231","Insharuwa health cinic",1,0,"Katsina","Northwest",527.6774376,21178
"17232","YEROGEL HC",0,0,"Katsina","Northwest",527.6774376,21178
"17233","MALLAMAWA HEALTH CLINIC",0,0,"Katsina","Northwest",527.6774376,21178
"17234","Health clinic",0,0,"Katsina","Northwest",527.6774376,21178
"17235","Maternal and child clinic",0,0,"Katsina","Northwest",527.6774376,21178
"17236","H/ZAMA",0,0,"Katsina","Northwest",527.6774376,21178
"17237","Non commissioned Hospital built by boundry commission",0,0,"Katsina","Northwest",527.6774376,21178
"17238","MOBILE AMBULANCE CLINIC",2,1,"Katsina","Northwest",527.6774376,21178
"17239","Dispensary",0,0,"Katsina","Northwest",527.6774376,21178
"17240","KALANSAMI MCHC",0,0,"Katsina","Northwest",527.6774376,21178
"17241","MCHC KOZA",0,0,"Katsina","Northwest",527.6774376,21178
"17242","FAMILY SUPPORT CLINIC",0,0,"Katsina","Northwest",527.6774376,21178
"17243","Daba health clinic",0,0,"Katsina","Northwest",527.6774376,21178
"17244","Health clinic",0,0,"Katsina","Northwest",527.6774376,21178
"17245","Maiturmi health clinic",0,0,"Katsina","Northwest",527.6774376,21178
"17246","Health",0,0,"Katsina","Northwest",527.6774376,21178
"17247","U/SUMMAI MCHC",0,0,"Katsina","Northwest",527.6774376,21178
"17248","BULA HEALTH CLINIC",0,0,"Katsina","Northwest",527.6774376,21178
"17249","TILLA HC",0,0,"Katsina","Northwest",527.6774376,21178
"17250","Mchc kwangwalam",0,0,"Katsina","Northwest",527.6774376,21178
"17251","MADADAGA HC",0,0,"Katsina","Northwest",527.6774376,21178
"17252","DOGON HAWA HEALTH CLINIC",0,0,"Katsina","Northwest",527.6774376,21178
"17253","YAYAYE HC",0,0,"Katsina","Northwest",527.6774376,21178
"17254","Health clinic",0,0,"Katsina","Northwest",527.6774376,21178
"17255","Galadimawa healt clinic",0,0,"Katsina","Northwest",527.6774376,21178
"17256","Dispensary",0,0,"Katsina","Northwest",527.6774376,21178
"17257","KARATSA HC",0,0,"Katsina","Northwest",527.6774376,21178
"17258","Dagura health clinic",0,0,"Katsina","Northwest",527.6774376,21178
"17259","DAN YAWA HC",2,0,"Katsina","Northwest",527.6774376,21178
"17260","MAI GARI HEALTH CLINIC",0,0,"Katsina","Northwest",527.6774376,21178
"17261","Dankindi health clinic",0,0,"Katsina","Northwest",527.6774376,21178
"17263","YAN KARA",0,0,"Katsina","Northwest",527.6774376,21178
"17264","Buduma Health clinic",0,0,"Katsina","Northwest",527.6774376,21178
"17265","Gegime health clinic",0,0,"Katsina","Northwest",527.6774376,21178
"17266","Health clinic maimagarya",0,0,"Katsina","Northwest",527.6774376,21178
"17267","MDGs MCH",0,0,"Katsina","Northwest",527.6774376,21178
"17268","Health clinic",0,0,"Katsina","Northwest",527.6774376,21178
"17269","CHC maiaduwa",2,0,"Katsina","Northwest",527.6774376,21178
"17270","Health clinic shiroka",0,0,"Katsina","Northwest",527.6774376,21178
"17271","Maternal and Child Health Clinic",0,0,"Katsina","Northwest",527.6774376,21178
